create table Customers (
	ClientID INT,
	FirstName VARCHAR(50),
	LastName VARCHAR(50),
	Smartphone VARCHAR(6),
	Color VARCHAR(50),
	Facebook_Usage VARCHAR(50),
	Job_Title VARCHAR(50),
	Foreign_Language VARCHAR(50),
	State VARCHAR(50)
);
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (1, 'Norma', 'Stephens', 'HTC', 'Violet', 'Monthly', 'Human Resources Manager', 'Kashmiri', 'West Virginia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (258, 'Cynthia', 'Freeman', 'LG', 'Khaki', 'Never', 'Administrative Officer', 'Dhivehi', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (259, 'Dorothy', 'Adams', 'IPhone', 'Orange', 'Monthly', 'Senior Cost Accountant', 'Polish', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (260, 'Cheryl', 'Ferguson', 'IPhone', 'Orange', 'Often', 'Engineer II', 'Kazakh', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (261, 'Virginia', 'Ryan', 'Note', 'Teal', 'Yearly', 'Product Engineer', 'Arabic', 'Arizona');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (262, 'Joan', 'Carr', 'Galaxy', 'Teal', 'Daily', 'Developer III', 'Swahili', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (263, 'Kathryn', 'Sanchez', 'Nexus', 'Orange', 'Weekly', 'Tax Accountant', 'Montenegrin', 'Mississippi');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (264, 'Alice', 'Lane', 'Galaxy', 'Goldenrod', 'Monthly', 'Paralegal', 'Finnish', 'Connecticut');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (265, 'Ruth', 'Kelley', 'Galaxy', 'Khaki', 'Often', 'Developer IV', 'Croatian', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (266, 'Denise', 'Stewart', 'Nexus', 'Yellow', 'Daily', 'Associate Professor', 'Gujarati', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (267, 'Paula', 'Roberts', 'IPhone', 'Indigo', 'Never', 'Help Desk Technician', 'Swahili', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (268, 'Judith', 'Austin', 'IPhone', 'Orange', 'Never', 'Dental Hygienist', 'Hebrew', 'Maryland');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (269, 'Jacqueline', 'Riley', 'LG', 'Blue', 'Once', 'Environmental Specialist', 'Luxembourgish', 'Iowa');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (270, 'Deborah', 'Russell', 'Note', 'Green', 'Yearly', 'Speech Pathologist', 'Latvian', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (271, 'Rose', 'Flores', 'Nexus', 'Puce', 'Yearly', 'VP Quality Control', 'Kannada', 'Kentucky');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (272, 'Sara', 'Wells', 'LG', 'Mauv', 'Monthly', 'Sales Associate', 'Gagauz', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (273, 'Judith', 'Williamson', 'IPhone', 'Pink', 'Weekly', 'Electrical Engineer', 'Croatian', 'Louisiana');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (274, 'Amy', 'Arnold', 'HTC', 'Puce', 'Often', 'Safety Technician IV', 'Lao', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (275, 'Janet', 'Murray', 'Galaxy', 'Mauv', 'Once', 'Quality Control Specialist', 'Hungarian', 'Utah');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (276, 'Tammy', 'Murray', 'IPhone', 'Violet', 'Yearly', 'Recruiter', 'Maltese', 'Illinois');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (277, 'Kimberly', 'Lane', 'Note', 'Crimson', 'Monthly', 'Technical Writer', 'Kashmiri', 'Nebraska');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (278, 'Teresa', 'Rodriguez', 'Galaxy', 'Blue', 'Monthly', 'Administrative Officer', 'Tetum', 'Missouri');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (279, 'Sandra', 'Smith', 'LG', 'Yellow', 'Seldom', 'Internal Auditor', 'Portuguese', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (280, 'Jean', 'Williamson', 'HTC', 'Puce', 'Once', 'Programmer Analyst III', 'Māori', 'West Virginia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (281, 'Alice', 'Rogers', 'LG', 'Teal', 'Daily', 'Physical Therapy Assistant', 'Swedish', 'Kansas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (282, 'Betty', 'Rice', 'Note', 'Yellow', 'Daily', 'Systems Administrator IV', 'Italian', 'Virginia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (283, 'Donna', 'Bennett', 'Note', 'Red', 'Once', 'Human Resources Manager', 'Marathi', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (284, 'Heather', 'Pierce', 'Nexus', 'Purple', 'Seldom', 'Assistant Media Planner', 'Hiri Motu', 'New Mexico');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (285, 'Betty', 'Lane', 'Note', 'Mauv', 'Weekly', 'Nuclear Power Engineer', 'Thai', 'Colorado');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (286, 'Phyllis', 'Sanders', 'HTC', 'Maroon', 'Often', 'Marketing Assistant', 'Fijian', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (287, 'Helen', 'Arnold', 'Galaxy', 'Turquoise', 'Monthly', 'Environmental Tech', 'Arabic', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (288, 'Rose', 'Gutierrez', 'Note', 'Crimson', 'Seldom', 'Assistant Media Planner', 'Guaraní', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (289, 'Judy', 'Martin', 'IPhone', 'Pink', 'Once', 'Recruiting Manager', 'Pashto', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (290, 'Pamela', 'Patterson', 'IPhone', 'Indigo', 'Often', 'Biostatistician II', 'Estonian', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (291, 'Ruby', 'Foster', 'Galaxy', 'Puce', 'Daily', 'Graphic Designer', 'Telugu', 'Connecticut');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (292, 'Rose', 'West', 'Galaxy', 'Turquoise', 'Yearly', 'Actuary', 'Luxembourgish', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (293, 'Melissa', 'Thompson', 'IPhone', 'Green', 'Often', 'Statistician I', 'Zulu', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (294, 'Mary', 'Gordon', 'Note', 'Mauv', 'Daily', 'Senior Financial Analyst', 'Hungarian', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (295, 'Julia', 'Reid', 'HTC', 'Crimson', 'Weekly', 'Clinical Specialist', 'Telugu', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (296, 'Melissa', 'Lynch', 'Note', 'Green', 'Once', 'VP Marketing', 'Armenian', 'Oregon');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (297, 'Karen', 'Spencer', 'Note', 'Orange', 'Once', 'Media Manager I', 'Somali', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (298, 'Irene', 'Schmidt', 'Galaxy', 'Indigo', 'Once', 'Assistant Professor', 'Chinese', 'Massachusetts');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (299, 'Judith', 'Bryant', 'Galaxy', 'Turquoise', 'Weekly', 'Product Engineer', 'Icelandic', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (300, 'Janice', 'Armstrong', 'Nexus', 'Yellow', 'Once', 'Media Manager IV', 'Greek', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (301, 'Nicole', 'Carter', 'IPhone', 'Pink', 'Monthly', 'Analyst Programmer', 'Kazakh', 'Pennsylvania');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (302, 'Patricia', 'Larson', 'IPhone', 'Pink', 'Monthly', 'Nurse', 'Maltese', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (303, 'Kelly', 'Nelson', 'IPhone', 'Fuscia', 'Seldom', 'Mechanical Systems Engineer', 'Belarusian', 'Washington');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (304, 'Judy', 'Harrison', 'Nexus', 'Fuscia', 'Yearly', 'Safety Technician II', 'Tajik', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (305, 'Kelly', 'Thompson', 'IPhone', 'Khaki', 'Daily', 'VP Sales', 'Romanian', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (306, 'Paula', 'Cunningham', 'Galaxy', 'Teal', 'Seldom', 'Research Nurse', 'Sotho', 'Louisiana');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (307, 'Lois', 'Gutierrez', 'Galaxy', 'Puce', 'Seldom', 'Business Systems Development Analyst', 'Macedonian', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (308, 'Ashley', 'Austin', 'IPhone', 'Teal', 'Never', 'Help Desk Technician', 'Guaraní', 'Maryland');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (309, 'Maria', 'Harris', 'LG', 'Green', 'Monthly', 'Pharmacist', 'Chinese', 'Alabama');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (310, 'Sara', 'Welch', 'Note', 'Mauv', 'Seldom', 'Financial Analyst', 'Dari', 'Alabama');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (311, 'Heather', 'Barnes', 'HTC', 'Aquamarine', 'Often', 'Database Administrator III', 'Luxembourgish', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (312, 'Maria', 'Nelson', 'IPhone', 'Goldenrod', 'Monthly', 'Sales Associate', 'Malayalam', 'New Mexico');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (313, 'Mary', 'Hansen', 'LG', 'Aquamarine', 'Yearly', 'Recruiting Manager', 'Luxembourgish', 'Indiana');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (314, 'Nicole', 'Ramirez', 'IPhone', 'Red', 'Once', 'Research Nurse', 'Czech', 'Michigan');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (315, 'Mildred', 'Campbell', 'Galaxy', 'Turquoise', 'Monthly', 'Staff Scientist', 'Haitian Creole', 'Connecticut');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (316, 'Brenda', 'Gomez', 'IPhone', 'Crimson', 'Daily', 'Payment Adjustment Coordinator', 'Somali', 'Louisiana');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (317, 'Dorothy', 'Palmer', 'Note', 'Teal', 'Once', 'Programmer Analyst II', 'Georgian', 'Washington');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (318, 'Shirley', 'Grant', 'Note', 'Green', 'Seldom', 'GIS Technical Architect', 'Burmese', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (319, 'Elizabeth', 'Crawford', 'HTC', 'Indigo', 'Never', 'Executive Secretary', 'Estonian', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (320, 'Christina', 'Hanson', 'Nexus', 'Crimson', 'Daily', 'Legal Assistant', 'Azeri', 'Pennsylvania');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (321, 'Ruby', 'Jenkins', 'LG', 'Goldenrod', 'Never', 'Accountant I', 'Hungarian', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (322, 'Anna', 'Reed', 'Note', 'Mauv', 'Monthly', 'Product Engineer', 'Chinese', 'Georgia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (323, 'Marilyn', 'Andrews', 'Galaxy', 'Orange', 'Weekly', 'Associate Professor', 'Hungarian', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (324, 'Lois', 'Cole', 'HTC', 'Crimson', 'Never', 'GIS Technical Architect', 'Malagasy', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (325, 'Ann', 'Lynch', 'HTC', 'Blue', 'Once', 'Nurse Practicioner', 'Georgian', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (326, 'Gloria', 'Richardson', 'Nexus', 'Aquamarine', 'Weekly', 'Recruiter', 'Bislama', 'Vermont');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (327, 'Jennifer', 'Hill', 'Galaxy', 'Green', 'Yearly', 'Office Assistant II', 'Kannada', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (328, 'Brenda', 'Fernandez', 'LG', 'Maroon', 'Yearly', 'Desktop Support Technician', 'Amharic', 'Alabama');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (329, 'Nicole', 'Hughes', 'Nexus', 'Teal', 'Once', 'Automation Specialist III', 'Georgian', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (330, 'Ruth', 'Torres', 'Nexus', 'Orange', 'Yearly', 'Environmental Specialist', 'Malayalam', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (331, 'Brenda', 'Brooks', 'Nexus', 'Goldenrod', 'Once', 'Accountant II', 'Lithuanian', 'South Carolina');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (332, 'Ashley', 'Harper', 'HTC', 'Khaki', 'Seldom', 'VP Sales', 'Azeri', 'New Jersey');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (333, 'Elizabeth', 'Griffin', 'LG', 'Green', 'Yearly', 'Librarian', 'Tamil', 'Massachusetts');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (334, 'Jennifer', 'Gordon', 'IPhone', 'Puce', 'Often', 'Business Systems Development Analyst', 'Yiddish', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (335, 'Kathy', 'Rose', 'Nexus', 'Yellow', 'Seldom', 'Financial Analyst', 'Malagasy', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (336, 'Amy', 'Black', 'LG', 'Orange', 'Daily', 'Financial Advisor', 'Icelandic', 'Georgia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (337, 'Irene', 'Freeman', 'LG', 'Indigo', 'Once', 'Financial Advisor', 'Kashmiri', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (338, 'Julie', 'Harrison', 'IPhone', 'Teal', 'Monthly', 'Safety Technician IV', 'Irish Gaelic', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (339, 'Carolyn', 'Fisher', 'Note', 'Violet', 'Seldom', 'Executive Secretary', 'Lithuanian', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (340, 'Nancy', 'Myers', 'Galaxy', 'Turquoise', 'Never', 'Environmental Specialist', 'Romanian', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (341, 'Debra', 'Gonzalez', 'IPhone', 'Green', 'Yearly', 'Office Assistant IV', 'Khmer', 'Mississippi');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (342, 'Teresa', 'Fuller', 'Nexus', 'Blue', 'Monthly', 'Assistant Professor', 'Guaraní', 'Pennsylvania');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (343, 'Virginia', 'Kim', 'IPhone', 'Khaki', 'Once', 'Registered Nurse', 'Norwegian', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (344, 'Theresa', 'Russell', 'HTC', 'Puce', 'Monthly', 'Recruiter', 'Indonesian', 'Mississippi');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (345, 'Wanda', 'Hernandez', 'Nexus', 'Turquoise', 'Often', 'Geological Engineer', 'Sotho', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (346, 'Jessica', 'Brown', 'HTC', 'Turquoise', 'Monthly', 'Marketing Manager', 'Arabic', 'Colorado');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (347, 'Joan', 'Barnes', 'LG', 'Crimson', 'Seldom', 'Budget/Accounting Analyst III', 'Aymara', 'Pennsylvania');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (348, 'Annie', 'Morris', 'LG', 'Crimson', 'Weekly', 'Financial Advisor', 'Indonesian', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (349, 'Mary', 'Barnes', 'IPhone', 'Goldenrod', 'Monthly', 'Tax Accountant', 'Māori', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (350, 'Tammy', 'Harrison', 'LG', 'Khaki', 'Monthly', 'Quality Engineer', 'Assamese', 'Washington');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (351, 'Phyllis', 'Perry', 'Note', 'Yellow', 'Daily', 'Desktop Support Technician', 'Hebrew', 'Colorado');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (352, 'Marilyn', 'Taylor', 'IPhone', 'Goldenrod', 'Monthly', 'Research Associate', 'Aymara', 'Texas');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (353, 'Phyllis', 'Gray', 'Note', 'Khaki', 'Seldom', 'Marketing Manager', 'Finnish', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (354, 'Deborah', 'Clark', 'LG', 'Crimson', 'Seldom', 'Web Developer I', 'Polish', 'Arizona');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (355, 'Doris', 'Gilbert', 'LG', 'Purple', 'Monthly', 'Human Resources Manager', 'Filipino', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (356, 'Shirley', 'Henderson', 'Galaxy', 'Puce', 'Weekly', 'Safety Technician III', 'Oriya', 'Mississippi');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (357, 'Brenda', 'Clark', 'LG', 'Khaki', 'Never', 'Help Desk Technician', 'Moldovan', 'Colorado');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (358, 'Janice', 'Edwards', 'LG', 'Mauv', 'Never', 'Geological Engineer', 'Assamese', 'Pennsylvania');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (359, 'Sarah', 'Garrett', 'IPhone', 'Teal', 'Weekly', 'Nuclear Power Engineer', 'Sotho', 'Louisiana');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (360, 'Karen', 'Davis', 'HTC', 'Purple', 'Once', 'Assistant Professor', 'Khmer', 'Michigan');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (361, 'Laura', 'West', 'LG', 'Crimson', 'Seldom', 'Environmental Tech', 'Somali', 'Oklahoma');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (362, 'Heather', 'Hughes', 'HTC', 'Crimson', 'Often', 'Legal Assistant', 'Lithuanian', 'Florida');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (363, 'Andrea', 'Tucker', 'HTC', 'Crimson', 'Weekly', 'Environmental Tech', 'Tswana', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (364, 'Marilyn', 'Richards', 'LG', 'Goldenrod', 'Seldom', 'Speech Pathologist', 'Chinese', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (365, 'Cheryl', 'Harvey', 'LG', 'Maroon', 'Never', 'Teacher', 'Bosnian', 'Alabama');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (366, 'Jean', 'Marshall', 'LG', 'Crimson', 'Never', 'Recruiting Manager', 'Luxembourgish', 'Colorado');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (367, 'Lois', 'Perry', 'Galaxy', 'Violet', 'Once', 'Accountant III', 'Bulgarian', 'Virginia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (368, 'Paula', 'White', 'HTC', 'Red', 'Weekly', 'Editor', 'Punjabi', 'Illinois');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (369, 'Irene', 'Richards', 'LG', 'Violet', 'Daily', 'Director of Sales', 'Guaraní', 'District of Columbia');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (370, 'Deborah', 'Henderson', 'Note', 'Mauv', 'Once', 'Research Associate', 'Korean', 'California');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (371, 'Frances', 'Wagner', 'Galaxy', 'Indigo', 'Never', 'VP Accounting', 'Tswana', 'Michigan');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (372, 'Katherine', 'Stevens', 'LG', 'Green', 'Weekly', 'Sales Associate', 'Telugu', 'New York');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (373, 'Helen', 'Schmidt', 'Note', 'Orange', 'Often', 'Structural Engineer', 'Italian', 'Ohio');
insert into Customers (ClientID, FirstName, LastName, Smartphone, Color, Facebook_Usage, Job_Title, Foreign_Language, State) values (374, 'Phyllis', 'Ferguson', 'Nexus', 'Maroon', 'Often', 'Payment Adjustment Coordinator', 'Hindi', 'Texas');
