create table Customers (
	CustomerID INT,
	FirstName VARCHAR(50),
	LastName VARCHAR(50),
	Email VARCHAR(50),
	City VARCHAR(50),
	CountryOfOrigin VARCHAR(50),
	MotherTongue VARCHAR(50)
);
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (1, 'Louis', 'Lynch', 'llynch0@youtube.com', 'Jermenovci', 'Serbia', 'Hiri Motu');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (238, 'Theresa', 'Hawkins', 'thawkins6l@geocities.jp', 'Talnakh', 'Russia', 'Mongolian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (239, 'Jimmy', 'Alexander', 'jalexander6m@arizona.edu', 'Palmas De Gran Canaria, Las', 'Spain', 'West Frisian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (240, 'Edward', 'Reed', 'ereed6n@paypal.com', 'Blois', 'France', 'Bislama');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (241, 'Juan', 'Arnold', 'jarnold6o@t-online.de', 'Bhalwāl', 'Pakistan', 'Malay');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (242, 'Ernest', 'Reynolds', 'ereynolds6p@wisc.edu', 'North Bay', 'Canada', 'Persian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (243, 'Nicole', 'Moreno', 'nmoreno6q@amazon.com', 'Jalaud', 'Philippines', 'Marathi');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (244, 'Catherine', 'Burns', 'cburns6r@joomla.org', 'Harrisburg', 'United States', 'Hebrew');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (245, 'Robin', 'Reid', 'rreid6s@com.com', 'Huasahuasi', 'Peru', 'West Frisian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (246, 'Ruby', 'Martin', 'rmartin6t@oaic.gov.au', 'Quận Mười', 'Vietnam', 'Nepali');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (247, 'Carlos', 'Perkins', 'cperkins6u@wix.com', 'Djounie', 'Lebanon', 'Spanish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (248, 'Jeremy', 'Reyes', 'jreyes6v@hhs.gov', 'Vikhorevka', 'Russia', 'Tetum');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (249, 'Paula', 'Thompson', 'pthompson6w@vk.com', 'Scottsdale', 'United States', 'Albanian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (250, 'Cheryl', 'Graham', 'cgraham6x@java.com', 'Fonadhoo', 'Maldives', 'Azeri');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (251, 'Rachel', 'Wallace', 'rwallace6y@lulu.com', 'Bahía Honda', 'Cuba', 'Italian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (252, 'Timothy', 'Wells', 'twells6z@usda.gov', 'Sankui', 'China', 'Thai');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (253, 'Kathleen', 'Gilbert', 'kgilbert70@mozilla.com', 'Kalijeruk', 'Indonesia', 'Telugu');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (254, 'Bonnie', 'Fuller', 'bfuller71@google.fr', 'Ust’-Donetskiy', 'Russia', 'Luxembourgish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (255, 'Cheryl', 'Vasquez', 'cvasquez72@i2i.jp', 'Akhaldaba', 'Georgia', 'Hungarian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (256, 'Bobby', 'Chapman', 'bchapman73@i2i.jp', 'Edinburgh of the Seven Seas', 'Saint Helena', 'Estonian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (257, 'Diana', 'Porter', 'dporter74@skype.com', 'Harderwijk', 'Netherlands', 'Bengali');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (258, 'Michael', 'Washington', 'mwashington75@weebly.com', 'Ribeira do Pombal', 'Brazil', 'Malay');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (259, 'Larry', 'Berry', 'lberry76@fc2.com', 'Madimba', 'Tanzania', 'Swedish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (260, 'Joyce', 'Reynolds', 'jreynolds77@cyberchimps.com', 'Jihlava', 'Czech Republic', 'Maltese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (261, 'Maria', 'Johnson', 'mjohnson78@skyrock.com', 'Pingtian', 'China', 'Burmese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (262, 'Robin', 'Gonzalez', 'rgonzalez79@ucsd.edu', 'Napier', 'New Zealand', 'Malay');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (263, 'Johnny', 'Griffin', 'jgriffin7a@cdbaby.com', 'La Quebrada', 'Venezuela', 'Lao');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (264, 'Frank', 'Perez', 'fperez7b@upenn.edu', 'Yangping', 'China', 'Georgian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (265, 'Scott', 'Young', 'syoung7c@ftc.gov', 'Prado', 'Colombia', 'Swedish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (266, 'Sarah', 'Bailey', 'sbailey7d@wisc.edu', 'Karangpari', 'Indonesia', 'English');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (267, 'Maria', 'White', 'mwhite7e@bbc.co.uk', 'Jammāl', 'Tunisia', 'Swati');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (268, 'Raymond', 'Gilbert', 'rgilbert7f@blogger.com', 'Panimbang', 'Indonesia', 'New Zealand Sign Language');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (269, 'Janet', 'Harper', 'jharper7g@sciencedaily.com', 'Itaparica', 'Brazil', 'Lithuanian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (270, 'Gregory', 'Murphy', 'gmurphy7h@last.fm', 'Hantang', 'China', 'Tok Pisin');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (271, 'Heather', 'Henry', 'hhenry7i@is.gd', 'Madingou', 'Republic of the Congo', 'Somali');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (272, 'Stephen', 'Woods', 'swoods7j@sina.com.cn', 'Pekalongan', 'Indonesia', 'Estonian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (273, 'Jeremy', 'Vasquez', 'jvasquez7k@rediff.com', 'Serra Negra', 'Brazil', 'Luxembourgish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (274, 'Billy', 'Bradley', 'bbradley7l@4shared.com', 'Chiang Yuen', 'Thailand', 'Lithuanian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (275, 'Richard', 'Cruz', 'rcruz7m@walmart.com', 'Simao', 'China', 'Tetum');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (276, 'Donald', 'Cruz', 'dcruz7n@kickstarter.com', 'Boucherville', 'Canada', 'Tamil');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (277, 'Gary', 'Morris', 'gmorris7o@tuttocitta.it', 'Marugame', 'Japan', 'Romanian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (278, 'Jack', 'Robertson', 'jrobertson7p@fc2.com', 'Caikouji', 'China', 'Hebrew');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (279, 'Carol', 'Porter', 'cporter7q@last.fm', 'Banjar Yehsatang', 'Indonesia', 'Icelandic');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (280, 'Mark', 'Gardner', 'mgardner7r@hubpages.com', 'Serrinha', 'Brazil', 'Burmese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (281, 'Walter', 'Robertson', 'wrobertson7s@sakura.ne.jp', 'Ngrowo', 'Indonesia', 'Icelandic');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (282, 'Willie', 'Hanson', 'whanson7t@gnu.org', 'Clisson', 'France', 'Amharic');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (283, 'Ronald', 'Lopez', 'rlopez7u@1688.com', 'Napnapan', 'Philippines', 'Malay');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (284, 'Sara', 'Lee', 'slee7v@mac.com', 'Ágios Athanásios', 'Greece', 'Haitian Creole');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (285, 'Bobby', 'Webb', 'bwebb7w@1und1.de', 'Shangjing', 'China', 'Somali');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (286, 'Aaron', 'Banks', 'abanks7x@washington.edu', 'Kawayan', 'Philippines', 'Persian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (287, 'Louise', 'Clark', 'lclark7y@cpanel.net', 'Hongsipu', 'China', 'Portuguese');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (288, 'Keith', 'Franklin', 'kfranklin7z@hibu.com', 'Sima', 'Comoros', 'Polish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (289, 'Robert', 'Mason', 'rmason80@nifty.com', 'Kratovo', 'Russia', 'Mongolian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (290, 'Arthur', 'Green', 'agreen81@chicagotribune.com', 'Nariño', 'Colombia', 'Tetum');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (291, 'Teresa', 'Ortiz', 'tortiz82@comsenz.com', 'Yaosai', 'China', 'Māori');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (292, 'Diana', 'Nelson', 'dnelson83@wikispaces.com', 'Xuchang', 'China', 'Irish Gaelic');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (293, 'Rachel', 'Robertson', 'rrobertson84@multiply.com', 'Jambesari', 'Indonesia', 'Sotho');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (294, 'Lois', 'Ferguson', 'lferguson85@g.co', 'Anjozorobe', 'Madagascar', 'Czech');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (295, 'Stephanie', 'Perry', 'sperry86@plala.or.jp', 'Niterói', 'Brazil', 'Bislama');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (296, 'Kathryn', 'James', 'kjames87@xing.com', 'Vairão', 'Portugal', 'Dzongkha');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (297, 'Gloria', 'Ortiz', 'gortiz88@topsy.com', 'Rotterdam postbusnummers', 'Netherlands', 'Guaraní');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (298, 'Doris', 'King', 'dking89@tripod.com', 'Yongjiu', 'China', 'Māori');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (299, 'Mary', 'Knight', 'mknight8a@blogger.com', 'Jianqiao', 'China', 'Dzongkha');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (300, 'Emily', 'Jackson', 'ejackson8b@canalblog.com', 'Montesson', 'France', 'Tamil');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (301, 'Anne', 'Warren', 'awarren8c@samsung.com', 'Gitega', 'Burundi', 'Kashmiri');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (302, 'Peter', 'Chavez', 'pchavez8d@trellian.com', 'Zhangxiang', 'China', 'Malagasy');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (303, 'Joyce', 'Hudson', 'jhudson8e@archive.org', 'Heze', 'China', 'Belarusian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (304, 'Nicole', 'Burton', 'nburton8f@weebly.com', 'Jieshou', 'China', 'Mongolian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (305, 'Rebecca', 'James', 'rjames8g@uol.com.br', 'Sobang', 'Indonesia', 'Gagauz');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (306, 'Harold', 'Sullivan', 'hsullivan8h@booking.com', 'Trollhättan', 'Sweden', 'Polish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (307, 'Margaret', 'Bryant', 'mbryant8i@sphinn.com', 'Oberá', 'Argentina', 'Fijian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (308, 'Christine', 'Palmer', 'cpalmer8j@wp.com', 'Rikitgaib', 'Indonesia', 'Dari');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (309, 'Julia', 'Jackson', 'jjackson8k@diigo.com', 'Cavaillon', 'France', 'Dzongkha');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (310, 'Jennifer', 'Simmons', 'jsimmons8l@telegraph.co.uk', 'Rengat', 'Indonesia', 'Moldovan');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (311, 'Debra', 'West', 'dwest8m@time.com', 'Chandmanĭ', 'Mongolia', 'Afrikaans');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (312, 'Catherine', 'Woods', 'cwoods8n@prlog.org', 'Resplendor', 'Brazil', 'Tsonga');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (313, 'Henry', 'Payne', 'hpayne8o@usnews.com', 'Cayara', 'Peru', 'Armenian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (314, 'Cheryl', 'Ryan', 'cryan8p@sfgate.com', 'Bāniyās', 'Syria', 'Finnish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (315, 'Chris', 'Welch', 'cwelch8q@mediafire.com', 'Srubec', 'Czech Republic', 'Northern Sotho');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (316, 'Adam', 'Mendoza', 'amendoza8r@webeden.co.uk', 'Santa Ana', 'Philippines', 'Yiddish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (317, 'Gary', 'Carpenter', 'gcarpenter8s@scientificamerican.com', 'Kalepasan', 'Indonesia', 'Latvian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (318, 'Aaron', 'Graham', 'agraham8t@slideshare.net', 'Xingcheng', 'China', 'Afrikaans');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (319, 'Marie', 'Bowman', 'mbowman8u@hp.com', 'Chikan', 'China', 'Guaraní');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (320, 'Karen', 'Myers', 'kmyers8v@vinaora.com', 'Kham Sakae Saeng', 'Thailand', 'Greek');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (321, 'Evelyn', 'Gardner', 'egardner8w@ucoz.com', 'Hujirt', 'Mongolia', 'Tajik');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (322, 'Stephen', 'Tucker', 'stucker8x@friendfeed.com', 'Nogoonnuur', 'Mongolia', 'German');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (323, 'Benjamin', 'Chavez', 'bchavez8y@paginegialle.it', 'Tunasbaru', 'Indonesia', 'Romanian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (324, 'Gregory', 'Sanchez', 'gsanchez8z@wp.com', 'Ol’ginka', 'Russia', 'Luxembourgish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (325, 'Rose', 'Brown', 'rbrown90@1688.com', 'Lamovita', 'Bosnia and Herzegovina', 'Swahili');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (326, 'Diane', 'Evans', 'devans91@pen.io', 'Mališevo', 'Kosovo', 'Tsonga');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (327, 'Betty', 'Henry', 'bhenry92@house.gov', 'San Pedro de Atacama', 'Chile', 'Haitian Creole');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (328, 'Howard', 'Jackson', 'hjackson93@cam.ac.uk', 'Belfort', 'France', 'Bulgarian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (329, 'Martha', 'Rose', 'mrose94@ameblo.jp', 'Furongqiao', 'China', 'French');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (330, 'Louise', 'Frazier', 'lfrazier95@google.nl', 'Mrganush', 'Armenia', 'Marathi');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (331, 'Todd', 'Cooper', 'tcooper96@twitpic.com', 'San Antonio', 'United States', 'Dzongkha');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (332, 'Jerry', 'Flores', 'jflores97@cocolog-nifty.com', 'Jastrzębia', 'Poland', 'Danish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (333, 'Steve', 'Cook', 'scook98@dagondesign.com', 'Zhuge', 'China', 'Punjabi');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (334, 'James', 'Webb', 'jwebb99@networksolutions.com', 'Várzea da Palma', 'Brazil', 'Latvian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (335, 'Cynthia', 'Burke', 'cburke9a@infoseek.co.jp', 'Szprotawa', 'Poland', 'West Frisian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (336, 'Carl', 'Diaz', 'cdiaz9b@mediafire.com', 'Tumauini', 'Philippines', 'Greek');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (337, 'Richard', 'Harvey', 'rharvey9c@hatena.ne.jp', 'Hefu', 'China', 'Yiddish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (338, 'Alice', 'Woods', 'awoods9d@tumblr.com', 'Panique', 'Philippines', 'Croatian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (339, 'Linda', 'Reynolds', 'lreynolds9e@chron.com', 'Pilchowice', 'Poland', 'Finnish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (340, 'Steve', 'Palmer', 'spalmer9f@hhs.gov', 'Oslo', 'Norway', 'Malagasy');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (341, 'Henry', 'Adams', 'hadams9g@51.la', 'Polonnaruwa', 'Sri Lanka', 'Lithuanian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (342, 'Thomas', 'Lynch', 'tlynch9h@purevolume.com', 'Bochum', 'Germany', 'Montenegrin');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (343, 'Lillian', 'Ellis', 'lellis9i@fotki.com', 'Kempele', 'Finland', 'Hungarian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (344, 'Joyce', 'Armstrong', 'jarmstrong9j@biblegateway.com', 'Bāfq', 'Iran', 'Tswana');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (345, 'Phillip', 'Wells', 'pwells9k@phpbb.com', 'Chigasaki', 'Japan', 'Arabic');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (346, 'Theresa', 'Clark', 'tclark9l@yahoo.co.jp', 'Dalu', 'China', 'Hindi');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (347, 'Bruce', 'Mcdonald', 'bmcdonald9m@foxnews.com', 'Anrong', 'China', 'English');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (348, 'Rebecca', 'Chavez', 'rchavez9n@aboutads.info', 'Lillooet', 'Canada', 'Filipino');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (349, 'Carlos', 'Cunningham', 'ccunningham9o@1688.com', 'Gaur', 'Nepal', 'Guaraní');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (350, 'Brenda', 'Murphy', 'bmurphy9p@hhs.gov', 'Xiatang', 'China', 'Kurdish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (351, 'Kathleen', 'Larson', 'klarson9q@istockphoto.com', 'Dolní Rychnov', 'Czech Republic', 'Thai');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (352, 'Mary', 'Sims', 'msims9r@pinterest.com', 'Almeria', 'Philippines', 'Belarusian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (353, 'Victor', 'Morris', 'vmorris9s@nasa.gov', 'Sinarbakti', 'Indonesia', 'Malagasy');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (354, 'Phillip', 'Rodriguez', 'prodriguez9t@census.gov', 'Tayirove', 'Ukraine', 'Tajik');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (355, 'Rebecca', 'Carpenter', 'rcarpenter9u@yandex.ru', 'Brejo da Madre de Deus', 'Brazil', 'Punjabi');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (356, 'Todd', 'Pierce', 'tpierce9v@si.edu', 'Yangzi', 'China', 'Amharic');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (357, 'Juan', 'Morgan', 'jmorgan9w@scientificamerican.com', 'Meniko', 'Cyprus', 'Kazakh');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (358, 'Jack', 'Lewis', 'jlewis9x@ft.com', 'Östersund', 'Sweden', 'Somali');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (359, 'Emily', 'Torres', 'etorres9y@altervista.org', 'Luleå', 'Sweden', 'Hindi');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (360, 'Frances', 'Olson', 'folson9z@elegantthemes.com', 'Tsaghkunk’', 'Armenia', 'Zulu');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (361, 'Patrick', 'George', 'pgeorgea0@go.com', 'Korenëvo', 'Russia', 'Irish Gaelic');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (362, 'Amanda', 'Wheeler', 'awheelera1@baidu.com', 'Dulian', 'Philippines', 'Pashto');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (363, 'Bobby', 'Wood', 'bwooda2@a8.net', 'Oak Bay', 'Canada', 'Tsonga');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (364, 'Richard', 'Cole', 'rcolea3@jiathis.com', 'Panalo-on', 'Philippines', 'Hebrew');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (365, 'Joseph', 'Mendoza', 'jmendozaa4@ihg.com', 'Daijiaba', 'China', 'Norwegian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (366, 'James', 'Wood', 'jwooda5@tuttocitta.it', 'Igreja', 'Portugal', 'Hungarian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (367, 'Anne', 'Armstrong', 'aarmstronga6@rakuten.co.jp', 'Pirapora', 'Brazil', 'Italian');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (368, 'John', 'Wagner', 'jwagnera7@cpanel.net', 'Ozërsk', 'Russia', 'Hindi');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (369, 'Randy', 'Ramos', 'rramosa8@nymag.com', 'Sila Lat', 'Thailand', 'Sotho');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (370, 'Nicole', 'Oliver', 'nolivera9@merriam-webster.com', 'Victoria', 'Philippines', 'Ndebele');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (371, 'Clarence', 'White', 'cwhiteaa@google.co.uk', 'Cisownica', 'Poland', 'Nepali');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (372, 'Susan', 'Ford', 'sfordab@howstuffworks.com', 'København', 'Denmark', 'Polish');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (373, 'Heather', 'Ramirez', 'hramirezac@discovery.com', 'Wijewo', 'Poland', 'Catalan');
insert into Customers (CustomerID, FirstName, LastName, Email, City, CountryOfOrigin, MotherTongue) values (374, 'Howard', 'Hunter', 'hhunterad@ask.com', 'Mossoró', 'Brazil', 'Montenegrin');
