create table Customers (
	CustomerID INT,
	FirstName VARCHAR(50),
	LastName VARCHAR(50),
	Email VARCHAR(50),
	City VARCHAR(50),
	LinkedInSkill VARCHAR(50)
);
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (1, 'Betty', 'Spencer', 'bspencer0@istockphoto.com', 'Lawa-an', 'TDC3000');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (160, 'Lori', 'Arnold', 'larnold4f@plala.or.jp', 'Kraton', 'European Union');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (161, 'Rachel', 'Mccoy', 'rmccoy4g@answers.com', 'Emiliano Zapata', 'CSAT');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (162, 'Beverly', 'Scott', 'bscott4h@fastcompany.com', 'San Miguel', 'Curating');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (163, 'Laura', 'Rose', 'lrose4i@biglobe.ne.jp', 'Antipino', 'Yoga Instruction');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (164, 'Teresa', 'Gordon', 'tgordon4j@cnet.com', 'Sens', 'Lyra');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (165, 'Ruby', 'Simmons', 'rsimmons4k@t.co', 'Catbalogan', 'Hazard Analysis');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (166, 'Bonnie', 'Pierce', 'bpierce4l@rakuten.co.jp', 'Kovylkino', 'iPad Development');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (167, 'Kathleen', 'Fisher', 'kfisher4m@jugem.jp', 'Marzhing', 'Oil Painting');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (168, 'Judy', 'George', 'jgeorge4n@narod.ru', 'Patayac', 'CMTS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (169, 'Jane', 'Snyder', 'jsnyder4o@prnewswire.com', 'Rodatychi', 'Furnishings');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (170, 'Julie', 'Graham', 'jgraham4p@technorati.com', 'Argavand', 'Radio Host');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (171, 'Dorothy', 'Robinson', 'drobinson4q@mtv.com', 'Iberia', 'NT 4.0');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (172, 'Norma', 'Hamilton', 'nhamilton4r@mozilla.org', 'São Luiz Gonzaga', 'PTLLS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (173, 'Heather', 'Day', 'hday4s@mit.edu', 'Jianchang', 'Wine');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (174, 'Brenda', 'Peters', 'bpeters4t@sakura.ne.jp', 'Ndago', 'Art');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (175, 'Helen', 'Rice', 'hrice4u@icio.us', 'Xiaohe', 'MMORPG');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (176, 'Nicole', 'Lynch', 'nlynch4v@cmu.edu', 'Monte Branco', 'Development Economics');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (177, 'Dorothy', 'Gonzalez', 'dgonzalez4w@ftc.gov', 'Tagbilaran City', 'MSN AdCenter');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (178, 'Frances', 'Baker', 'fbaker4x@disqus.com', 'Bergen', 'EEPROM');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (179, 'Kathryn', 'Butler', 'kbutler4y@theglobeandmail.com', 'Jiangcun', 'Trade Marketing');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (180, 'Andrea', 'Jacobs', 'ajacobs4z@blogtalkradio.com', 'Kyankwanzi', 'Oxy-acetylene');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (181, 'Carolyn', 'Fisher', 'cfisher50@java.com', 'Melaka', 'Diabetes');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (182, 'Mary', 'Kelley', 'mkelley51@cbslocal.com', 'Richmond', 'DTH');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (183, 'Rachel', 'Arnold', 'rarnold52@loc.gov', 'Fumin', 'MBE');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (184, 'Beverly', 'Gibson', 'bgibson53@infoseek.co.jp', 'Rimbo', 'Visio');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (185, 'Deborah', 'Stewart', 'dstewart54@mayoclinic.com', 'Oibioin', 'Bioinformatics');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (186, 'Tina', 'Gibson', 'tgibson55@umich.edu', 'Sayaq', 'Oil on Canvas');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (187, 'Carolyn', 'Hanson', 'chanson56@jiathis.com', 'Rujewa', 'NT 4.0');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (188, 'Lillian', 'Freeman', 'lfreeman57@aboutads.info', 'New Leyte', 'Art Exhibitions');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (189, 'Martha', 'Austin', 'maustin58@sfgate.com', 'Lajeosa do Mondego', 'Supply Management');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (190, 'Kathy', 'Hawkins', 'khawkins59@bloglovin.com', 'Brovary', 'SDTM');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (191, 'Sandra', 'Ramirez', 'sramirez5a@gizmodo.com', 'Vardablur', 'Brand Equity');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (192, 'Janet', 'George', 'jgeorge5b@washington.edu', 'Siikainen', 'DPM');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (193, 'Wanda', 'Oliver', 'woliver5c@businessinsider.com', 'Infanta', 'RDFa');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (194, 'Susan', 'Fisher', 'sfisher5d@google.pl', 'La Rochelle', 'UIKit');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (195, 'Phyllis', 'Rodriguez', 'prodriguez5e@spiegel.de', 'Dalmeny', 'Black Box Testing');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (196, 'Alice', 'Martinez', 'amartinez5f@youtu.be', 'Morden', 'Epoxy');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (197, 'Judith', 'Cruz', 'jcruz5g@blog.com', 'Komprachcice', 'GPP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (198, 'Nicole', 'Patterson', 'npatterson5h@edublogs.org', 'Ribnica na Pohorju', 'DV');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (199, 'Amy', 'Coleman', 'acoleman5i@storify.com', 'Verbivka', 'GDI');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (200, 'Annie', 'Long', 'along5j@barnesandnoble.com', 'Baltiysk', 'Yii');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (201, 'Angela', 'Stone', 'astone5k@gmpg.org', 'Atipuluhan', 'VSD');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (202, 'Mildred', 'Simpson', 'msimpson5l@msn.com', 'Lachowice', 'RTP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (203, 'Jennifer', 'Jordan', 'jjordan5m@va.gov', 'Shirbīn', 'OSHA Instruction');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (204, 'Annie', 'James', 'ajames5n@plala.or.jp', 'Barrancas', 'Workforce Development');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (205, 'Robin', 'Dunn', 'rdunn5o@printfriendly.com', 'Farah', 'EPCM');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (206, 'Amanda', 'Henderson', 'ahenderson5p@businesswire.com', 'San Borja', '.NET');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (207, 'Lois', 'Gilbert', 'lgilbert5q@odnoklassniki.ru', 'Lianrao', 'HMI Configuration');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (208, 'Christine', 'Stanley', 'cstanley5r@hugedomains.com', 'Dongping', 'Bit.ly');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (209, 'Anna', 'Baker', 'abaker5s@opensource.org', 'Al Quşayr', 'IT Transformation');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (210, 'Marilyn', 'Gonzalez', 'mgonzalez5t@senate.gov', 'Perštejn', 'UCaaS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (211, 'Louise', 'Moore', 'lmoore5u@mediafire.com', 'Kilingi-Nõmme', 'RCMS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (212, 'Susan', 'Barnes', 'sbarnes5v@buzzfeed.com', 'Bosen', 'Kaspersky');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (213, 'Annie', 'Jenkins', 'ajenkins5w@newyorker.com', 'Ouro Preto', 'OO Software Development');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (214, 'Christina', 'Oliver', 'coliver5x@csmonitor.com', 'Kittilä', 'Pension Funds');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (215, 'Rachel', 'Hall', 'rhall5y@4shared.com', 'Chakou', 'Boating');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (216, 'Amy', 'Cook', 'acook5z@un.org', 'Datong', 'IEC 62304');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (217, 'Janet', 'Ramirez', 'jramirez60@arstechnica.com', 'Bělá pod Bezdězem', 'Tour Operators');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (218, 'Sandra', 'Weaver', 'sweaver61@psu.edu', 'Businga', 'USB');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (219, 'Diana', 'Richardson', 'drichardson62@gov.uk', 'Sumbergayam', 'DNA Extraction');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (220, 'Sharon', 'Wagner', 'swagner63@ifeng.com', 'Delvinë', 'Study Abroad Programs');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (221, 'Norma', 'Weaver', 'nweaver64@cpanel.net', 'Kablukan', 'Universal Life');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (222, 'Patricia', 'Payne', 'ppayne65@ebay.com', 'Yāsūf', 'Clinical Trials');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (223, 'Janice', 'Jacobs', 'jjacobs66@surveymonkey.com', 'Las Tejeras', 'FX Options');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (224, 'Jean', 'Hudson', 'jhudson67@hhs.gov', 'Quchi', 'LVS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (225, 'Ruby', 'Jacobs', 'rjacobs68@ucsd.edu', 'Shangjie', 'Hmong');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (226, 'Theresa', 'Boyd', 'tboyd69@salon.com', 'Rossosh’', 'nCloth');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (227, 'Beverly', 'Richards', 'brichards6a@technorati.com', 'Mellila', 'Waste Management');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (228, 'Cheryl', 'Edwards', 'cedwards6b@ucla.edu', 'Chambéry', 'MicroStation');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (229, 'Maria', 'Bryant', 'mbryant6c@reverbnation.com', 'Evijärvi', 'BPL');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (230, 'Helen', 'Willis', 'hwillis6d@tumblr.com', 'Biaoxi', 'JDO');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (231, 'Emily', 'Reed', 'ereed6e@amazonaws.com', 'Almendra', 'VAS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (232, 'Angela', 'Adams', 'aadams6f@facebook.com', 'Pyay', 'Eclipse CDT');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (233, 'Judith', 'Stevens', 'jstevens6g@uiuc.edu', 'Jiangshan', 'Sports Nutrition');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (234, 'Lois', 'Wood', 'lwood6h@edublogs.org', 'Lyudinovo', 'Time &amp; Attendance');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (235, 'Anne', 'Ward', 'award6i@ocn.ne.jp', 'Dobra', 'XCAP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (236, 'Kathryn', 'Dunn', 'kdunn6j@squarespace.com', 'Yancheng', 'MD-11');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (237, 'Brenda', 'Oliver', 'boliver6k@php.net', 'El Carmen', 'International Business');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (238, 'Marie', 'Meyer', 'mmeyer6l@ucoz.com', 'Shahkot', 'UV Mapping');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (239, 'Barbara', 'Ramirez', 'bramirez6m@whitehouse.gov', 'Kamień Pomorski', 'GNU C++');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (240, 'Tina', 'Cooper', 'tcooper6n@house.gov', 'Barretos', 'AKTA');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (241, 'Cheryl', 'Carter', 'ccarter6o@mail.ru', 'Helixi', 'HMC');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (242, 'Jane', 'Perkins', 'jperkins6p@pbs.org', 'Maydolong', 'TSM Administration');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (243, 'Debra', 'Hudson', 'dhudson6q@bluehost.com', 'Bernay', 'Air Traffic Control');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (244, 'Wanda', 'Ross', 'wross6r@t.co', 'Guadalupe Victoria', 'QINSy');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (245, 'Lori', 'Harris', 'lharris6s@unesco.org', 'Minuyan', 'GFAAS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (246, 'Ashley', 'Welch', 'awelch6t@xrea.com', 'Chagang', 'BS25999');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (247, 'Joyce', 'Jenkins', 'jjenkins6u@slashdot.org', 'Korsun’-Shevchenkivs’kyy', 'CFML');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (248, 'Patricia', 'Cox', 'pcox6v@engadget.com', 'Naryn', 'Algorithm Design');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (249, 'Christine', 'Riley', 'criley6w@accuweather.com', 'Yingwusitang', 'MDS 3.0');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (250, 'Brenda', 'Brooks', 'bbrooks6x@boston.com', 'Bolian', 'QSA');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (251, 'Marilyn', 'Alvarez', 'malvarez6y@china.com.cn', 'Fort Worth', 'Unreal Editor');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (252, 'Rebecca', 'Perkins', 'rperkins6z@trellian.com', 'Mompós', 'Flight Test');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (253, 'Linda', 'Long', 'llong70@bbc.co.uk', 'Chenfangji', 'LabVIEW');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (254, 'Sara', 'Scott', 'sscott71@slate.com', 'Nifuboko', 'Perl');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (255, 'Virginia', 'Hudson', 'vhudson72@gizmodo.com', 'Ventersburg', 'LLU');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (256, 'Denise', 'Allen', 'dallen73@amazonaws.com', 'Ermelo', 'IXOS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (257, 'Robin', 'Lynch', 'rlynch74@networkadvertising.org', 'Pangushan', 'Special Effects Makeup');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (258, 'Frances', 'Gomez', 'fgomez75@multiply.com', 'Nan’ao', 'Rule Of Law');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (259, 'Elizabeth', 'Walker', 'ewalker76@simplemachines.org', 'Sumberjo', 'RoboHelp');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (260, 'Shirley', 'Hayes', 'shayes77@deviantart.com', 'Totoras', 'Business Strategy');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (261, 'Stephanie', 'Cole', 'scole78@comcast.net', 'Polje', 'LSL');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (262, 'Nicole', 'Spencer', 'nspencer79@chronoengine.com', 'Trhové Sviny', 'Slogans');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (263, 'Jane', 'Richardson', 'jrichardson7a@mozilla.com', 'North Shore', 'SBA 504');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (264, 'Rebecca', 'Smith', 'rsmith7b@indiatimes.com', 'Wuguishan', 'FDA GMP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (265, 'Judy', 'Mendoza', 'jmendoza7c@chron.com', 'Călăraşi', 'Umbilicals');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (266, 'Pamela', 'Brooks', 'pbrooks7d@w3.org', 'Nuevo Emperador', 'Digital Journalism');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (267, 'Kelly', 'Harris', 'kharris7e@a8.net', 'Stąporków', 'AVEVA PDMS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (268, 'Beverly', 'Mason', 'bmason7f@narod.ru', 'Zhaizigou', 'NSS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (269, 'Irene', 'Foster', 'ifoster7g@npr.org', 'Quebrada Canoa', 'Hearings');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (270, 'Kathryn', 'Washington', 'kwashington7h@usgs.gov', 'Araguari', 'Trend Analysis');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (271, 'Shirley', 'Hernandez', 'shernandez7i@omniture.com', 'Floirac', 'DxDesigner');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (272, 'Wanda', 'Cox', 'wcox7j@i2i.jp', 'Sāh', 'Solution Selling');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (273, 'Barbara', 'Mcdonald', 'bmcdonald7k@jalbum.net', 'Storuman', 'BTLS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (274, 'Kimberly', 'Burton', 'kburton7l@miibeian.gov.cn', 'Syanno', 'Wholesale');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (275, 'Louise', 'Tucker', 'ltucker7m@wikispaces.com', 'Miaoxi', 'QFD');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (276, 'Lillian', 'Hunt', 'lhunt7n@last.fm', 'Manfalūţ', 'CBEST');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (277, 'Norma', 'Larson', 'nlarson7o@guardian.co.uk', 'Một Ngàn', 'Aviation');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (278, 'Carolyn', 'Greene', 'cgreene7p@storify.com', 'Warmare', 'InfoComm CTS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (279, 'Diana', 'White', 'dwhite7q@is.gd', 'Erie', 'LLDPE');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (280, 'Kathy', 'Rice', 'krice7r@slideshare.net', 'Pirapozinho', 'Chemistry');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (281, 'Maria', 'Austin', 'maustin7s@oracle.com', 'Curiapo', 'Oligonucleotide Synthesis');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (282, 'Margaret', 'Fields', 'mfields7t@behance.net', 'Santa Lucia', 'FX Animation');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (283, 'Wanda', 'Ramos', 'wramos7u@arizona.edu', 'Tocha', 'JSTOR');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (284, 'Martha', 'Fuller', 'mfuller7v@usgs.gov', 'Brwinów', 'Swift');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (285, 'Donna', 'Perkins', 'dperkins7w@furl.net', 'Centralniy', 'Umbrellas');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (286, 'Joyce', 'Little', 'jlittle7x@washington.edu', 'Sandur', 'Tires');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (287, 'Sara', 'Howell', 'showell7y@flavors.me', 'Załuski', 'TDMoIP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (288, 'Laura', 'Allen', 'lallen7z@cnn.com', 'Chutove', 'QMF for Windows');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (289, 'Marilyn', 'Olson', 'molson80@cnn.com', 'Tanggungrejo', 'Team Building');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (290, 'Doris', 'Harris', 'dharris81@timesonline.co.uk', 'Sakura', 'Electronic Payments');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (291, 'Katherine', 'Medina', 'kmedina82@cnet.com', 'Banatski Despotovac', 'Natural Language Processing');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (292, 'Lois', 'Bishop', 'lbishop83@bizjournals.com', 'Uście Gorlickie', 'Data Modeling');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (293, 'Angela', 'Richardson', 'arichardson84@uol.com.br', 'Sukamantri Satu', 'HMI Design');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (294, 'Beverly', 'Jenkins', 'bjenkins85@biblegateway.com', 'Benito Juarez', 'GMP');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (295, 'Christine', 'White', 'cwhite86@yandex.ru', 'Dadong', 'Visual Identity Design');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (296, 'Robin', 'Barnes', 'rbarnes87@newsvine.com', 'Enschede', 'IRS problem resolution');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (297, 'Joan', 'Kelly', 'jkelly88@cpanel.net', 'Frei Paulo', 'DTA');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (298, 'Nicole', 'Cole', 'ncole89@state.gov', 'Winangun', 'LDAR');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (299, 'Diana', 'Henry', 'dhenry8a@gov.uk', 'Cayenne', 'Operational Due Diligence');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (300, 'Frances', 'Cook', 'fcook8b@multiply.com', 'Zadní Mostek', 'Mixed-Signal IC Design');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (301, 'Lori', 'Price', 'lprice8c@umich.edu', 'Shimen', 'NIMS');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (302, 'Judy', 'Jordan', 'jjordan8d@usa.gov', 'Huogezhuang', 'Multithreading');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (303, 'Paula', 'Daniels', 'pdaniels8e@bravesites.com', 'Jarabacoa', 'GDS systems');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (304, 'Mary', 'Peters', 'mpeters8f@constantcontact.com', 'Porto Velho', 'Tax Law');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (305, 'Karen', 'Patterson', 'kpatterson8g@prlog.org', 'Gostilitsy', 'Immunohistochemistry');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (306, 'Ruth', 'Campbell', 'rcampbell8h@wufoo.com', 'Kukur', 'Commercial Aviation');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (307, 'Virginia', 'Franklin', 'vfranklin8i@google.de', 'Boyle', 'Oracle SQL Developer');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (308, 'Evelyn', 'Jones', 'ejones8j@netlog.com', 'Gurupi', 'OLE');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (309, 'Deborah', 'Matthews', 'dmatthews8k@ft.com', 'Rosebank', 'KOL Development');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (310, 'Kimberly', 'Chavez', 'kchavez8l@sphinn.com', 'Podivín', 'SnapMirror');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (311, 'Laura', 'Harris', 'lharris8m@facebook.com', 'Panyuran', 'Universal Life');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (312, 'Kathleen', 'Boyd', 'kboyd8n@accuweather.com', 'Krasnaya Polyana', 'OMB A-123');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (313, 'Ruby', 'Gray', 'rgray8o@cargocollective.com', 'Deh-e Now', 'NG-SDH');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (314, 'Ashley', 'Jenkins', 'ajenkins8p@bbc.co.uk', 'Lavras', 'ZK');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (315, 'Lillian', 'Ward', 'lward8q@odnoklassniki.ru', 'Gråbo', 'VMware Certified Professional');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (316, 'Kathleen', 'Lane', 'klane8r@miitbeian.gov.cn', 'Birni N Konni', 'Risk Assessment');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (317, 'Alice', 'Gordon', 'agordon8s@businessinsider.com', 'Namora', 'New Media');
insert into Customers (CustomerID, FirstName, LastName, Email, City, LinkedInSkill) values (318, 'Doris', 'Ryan', 'dryan8t@altervista.org', 'Plottier', 'JMX');
